Date,Open,High,Low,Close,Volume
2020-02-21,288.38986407940206,289.27585444523737,286.1748881648137,287.9468688964844,22813534
2020-02-24,283.07388110160826,284.84586157798765,283.07388110160826,283.5168762207031,41693680
2020-02-25,283.5169594332298,286.61792617703077,281.3019831876577,285.2889404296875,36195011
2020-02-26,280.85891134360895,283.9598772417245,280.4159162153067,282.1878967285156,60479362
2020-02-27,282.63093257855763,283.51692296281647,279.0869710415224,279.97296142578125,61250927
2020-03-02,272.88505843674636,280.85897248197597,272.88505843674636,275.54302978515625,79912942
2020-03-03,282.1879618967612,283.5169475885827,279.9729857437254,281.3019714355469,49679411
2020-03-04,285.28891605371246,285.28891605371246,280.85896394107715,283.9599304199219,42941146
2020-03-05,287.9468463153662,288.8328366117212,286.17486572265625,286.17486572265625,37861525
2020-03-06,283.51692708333337,283.9599222819011,279.08697509765625,279.08697509765625,51546760
2020-03-09,272.4420245930723,274.6570004027721,270.6700439453125,270.6700439453125,87871277
2020-03-10,267.12607676353826,273.77100404621336,266.6830816113599,271.9990234375,71950130
2020-03-11,273.7710556131325,275.1000413199924,267.5691223144531,267.5691223144531,62216710
2020-03-12,264.9110604630036,264.9110604630036,254.27917843773253,260.4811096191406,113527351
2020-03-13,243.64733991951778,260.481156132139,241.43236410206762,256.93719482421875,149995148
2020-03-16,252.50725164982555,257.82319378982186,244.09034326149802,244.97633361816406,103873228
2020-03-17,234.78744819982728,244.97633746132922,234.78744819982728,237.44541931152344,121323651
2020-03-18,238.7744225722093,241.43239388099084,230.35751342773438,230.35751342773438,117437643
2020-03-19,225.437255859375,226.33184814453125,210.67648315429688,221.85888671875,160811697
2020-03-20,231.2520618862576,241.5398712158203,229.01558159722222,241.5398712158203,157664726
2020-03-23,229.91021728515625,234.83047485351562,225.437255859375,228.12103271484375,76466709
2020-03-24,239.75070184725465,245.11825487368574,237.96151750511098,239.30340576171875,81952933
2020-03-25,247.35479730819537,250.48587069184342,245.11831631987533,247.80209350585938,79447199
2020-03-26,250.03845231192452,250.48574829101562,246.46008447919573,250.48574829101562,52845633
2020-03-27,254.06419311076294,255.85337756928942,244.2236785888672,244.2236785888672,68752306
2020-03-30,235.72503707743135,240.6452940183265,234.8304449063595,239.30340576171875,49159956
2020-03-31,244.22369384765625,245.1182861328125,241.09262084960938,245.1182861328125,48837923
2020-04-01,247.35476684570312,247.35476684570312,242.88180541992188,242.88180541992188,44515034
2020-04-06,244.22363336635803,246.46011352539062,241.53985717551893,246.46011352539062,56392754
2020-04-07,253.61688227030075,254.0641783589609,250.9331057383399,253.16958618164062,48787346
2020-04-08,254.95887756347656,255.40617383990372,253.16969245776795,254.95887756347656,37912826
2020-04-09,257.1952509795819,257.64254706824204,252.72229009298047,253.16958618164062,27620430
2020-04-10,250.48585512983564,252.27503980933446,249.59126279008623,250.03855895996094,27252858
2020-04-13,249.1439666748047,251.82774369464101,249.1439666748047,249.1439666748047,22196596
2020-04-14,251.38050735205934,255.40617383990372,250.48591479920503,254.95887756347656,48809688
2020-04-15,256.74801630434786,258.08990489130434,255.85342391304349,257.1953125,55216434
2020-04-16,253.16961669921875,258.0898742675781,253.16961669921875,256.3006896972656,47815280
2020-04-17,271.5088189826704,275.9817814041312,268.8250415297939,274.1925964355469,116368201
2020-04-20,275.534423828125,276.42901611328125,270.6141662597656,271.9560546875,41381669
2020-04-21,268.8249816894531,269.7195739746094,262.5628356933594,263.90472412109375,61479357
2020-04-22,263.4574279785156,263.90472412109375,259.8790588378906,263.0101318359375,42192580
2020-04-23,268.3776545645622,268.3776545645622,263.01010147327094,264.35198974609375,39474478
2020-04-24,264.3520202636719,265.69390869140625,263.0101318359375,263.0101318359375,26008090
2020-04-27,266.5884704589844,267.0357665503585,264.7992860934878,266.5884704589844,38493406
2020-04-28,267.0358278425709,267.0358278425709,263.4574582902416,265.24664306640625,37395165
2020-04-29,267.48309326171875,269.7195739746094,266.5885009765625,267.48309326171875,44059301
2020-04-30,270.16680958314095,272.85058583727806,269.7195135407847,272.4032897949219,55126085
2020-05-04,263.4574279785156,265.2466125488281,263.0101318359375,263.90472412109375,71581861
2020-05-05,265.2465819279756,266.58847020079844,263.9046936551528,264.35198974609375,23547405
2020-05-06,263.45739761558735,264.7992858886719,261.66821325147475,264.7992858886719,34240479
2020-05-07,263.4574279785156,267.48309326171875,263.4574279785156,266.1412048339844,27621198
2020-05-08,268.377685546875,268.377685546875,264.79931640625,266.1412048339844,32295893
2020-05-11,268.3776247144934,269.71951283806584,267.0357365909209,269.272216796875,28727019
2020-05-12,266.1412048339844,267.0357971191406,263.90472412109375,263.90472412109375,52089788
2020-05-13,262.1155094442143,265.6938781738281,261.66821335301256,265.6938781738281,26156418
2020-05-14,262.11553955078125,263.90472412109375,261.6682434082031,262.11553955078125,34315948
2020-05-15,266.14117436761023,267.0357665503585,263.45739781936544,266.5884704589844,42494804
2020-05-18,260.3262631120353,262.5627430356782,259.4316711425781,259.4316711425781,84986065
2020-05-19,263.01010105663056,263.01010105663056,260.77362060546875,260.77362060546875,51250214
2020-05-20,262.11553955078125,263.0101318359375,260.32635498046875,263.0101318359375,32677994
2020-05-21,264.79931640625,266.5885009765625,263.90472412109375,266.1412048339844,30997468
2020-05-22,263.4574587573744,263.90475495220863,260.3263853935346,261.2209777832031,40192923
2020-05-25,259.87908919870034,262.1155701728716,258.08990441936334,261.2209777832031,26803223
2020-05-26,263.9046936551528,266.1411741098575,262.56280538233,264.35198974609375,33856481
2020-05-27,265.6939392604474,266.5885316485297,264.3520506783239,265.24664306640625,23375959
2020-05-28,267.0357971191406,267.0357971191406,262.11553955078125,263.0101318359375,28444568
2020-05-29,261.2209777832031,261.66827397803735,259.4317930038661,261.2209777832031,79774181
2020-06-01,263.01010147327094,265.2465819279756,262.56280538233,264.35198974609375,35811214
2020-06-02,264.79934687236505,266.14123545448854,264.79934687236505,265.24664306640625,24771587
2020-06-03,268.3776247144934,269.272216796875,266.5884405497301,269.272216796875,65176337
2020-06-04,272.8507078083512,273.74530029296875,271.9561153237337,273.74530029296875,46572451
2020-06-05,275.98168974703424,279.112762402187,275.53439365344104,278.66546630859375,42981262
2020-06-08,282.691162109375,285.37493896484375,281.79656982421875,284.4803466796875,50302921
2020-06-09,283.13842797354096,285.3749084472656,280.9019474998163,285.3749084472656,36417082
2020-06-10,285.37487859208454,289.8478390715843,284.4802864961846,288.5059509277344,39984259
2020-06-11,291.18972683101657,292.531614973095,284.927582167984,286.7167663574219,50104255
2020-06-12,280.0073247981977,284.03298921222927,279.56002875219417,282.69110107421875,45992918
2020-06-15,282.69119326787154,284.0330818435102,275.9817503896784,276.8763427734375,51032404
2020-06-16,283.58578510587176,283.58578510587176,280.90200795975943,281.7966003417969,36608216
2020-06-17,283.13848891485304,283.58578510587176,280.4547117687407,281.7966003417969,34522968
2020-06-18,283.6000671386719,284.0509416492262,282.2474436070089,283.6000671386719,29044474
2020-06-19,283.14919262811753,283.6000671386719,281.3456945859002,283.6000671386719,48130280
2020-06-22,283.6000757461939,285.40357384314905,281.345703125,281.345703125,37374616
2020-06-23,284.9527134486607,285.4035879952567,281.79659162248885,284.05096435546875,41300084
2020-06-24,287.65804395300194,288.5597933070866,284.952795890748,286.305419921875,54147024
2020-06-29,283.14920122195514,284.0509502704327,279.54220502804486,281.345703125,56580892
2020-06-30,282.69828045634796,283.14915490683654,280.443908203905,282.2474060058594,48991860
2020-07-01,284.05104653666336,286.7562945989173,283.1492971825787,286.305419921875,29532342
2020-07-02,287.6580332880435,290.36328125,286.7562839673913,290.36328125,34526178
2020-07-03,294.87196991476196,298.0280919169077,294.4210953430269,297.1263427734375,53341987
2020-07-06,299.83151859080294,304.7911376953125,299.38064412675664,304.7911376953125,57256220
2020-07-07,309.75077988865456,312.0051523769272,304.79116041445485,305.2420349121094,59046323
2020-07-08,304.34030773353015,308.84905303328617,304.34030773353015,307.4964294433594,30720218
2020-07-09,312.00520373358245,312.9069528773211,309.2999563023664,311.10345458984375,35522376
2020-07-10,317.86654829465846,318.31742283124663,311.55430478242414,314.2595520019531,60902108
2020-07-13,316.5139222138355,319.6700439453125,316.06304768076734,319.6700439453125,48069523
2020-07-14,320.1208999822688,328.2366411085798,319.67002547525146,327.7857666015625,61764150
2020-07-15,330.0401470089747,333.6471431511493,325.53140183125646,327.33489990234375,73438362
2020-07-16,323.72783689698974,325.5313345955802,318.76821822586595,322.3752136230469,68220512
2020-07-17,325.53137032407506,332.74536191020417,324.62962137580894,330.9418640136719,65727485
2020-07-20,333.6471265782424,333.6471265782424,326.8840091476024,330.0401306152344,42769238
2020-07-21,335.90144901923037,348.9768074374286,334.99970016280287,345.36981201171875,64219128
2020-07-22,343.5663595199585,348.0751043955485,341.76286156972253,346.2716064453125,43759670
2020-07-23,344.4681780453903,345.3699272025772,341.76293057382964,344.0173034667969,45209282
2020-07-24,351.6821304874717,356.19087575013157,344.4681380672159,348.07513427734375,86682734
2020-07-27,379.18548418635896,382.79248046875,375.5784879039679,382.79248046875,99333798
2020-07-28,418.41149088541664,420.6658631423424,386.3994048370712,392.2607727050781,166307746
2020-07-29,385.9485490988781,389.10467041160257,378.28368305369014,380.5380554199219,85663166
2020-07-30,393.61344234624767,397.6713128858997,386.39945027575516,391.35906982421875,69293949
2020-07-31,384.14514949094814,389.5556445542009,383.69427490234375,383.69427490234375,49897674
2020-08-03,379.1854337545542,382.34155508188104,374.2258145258977,375.1275634765625,76429571
2020-08-04,380.08727819350855,383.69427490234375,377.38203066188214,383.69427490234375,41223445
2020-08-05,388.20296536959137,390.90821251502405,384.1450946514423,386.850341796875,47223834
2020-08-06,394.51514496200383,394.966019413389,388.65377709399695,392.2607727050781,41029627
2020-08-07,390.90821094821285,391.3590854706445,385.9485912014651,390.45733642578125,36589460
2020-08-10,385.49773819547846,394.51522914741946,385.49773819547846,392.71173095703125,36067500
2020-08-11,389.5555889423077,392.26083608774036,386.850341796875,386.850341796875,34545313
2020-08-12,380.53810239805523,381.8907259847782,377.8328552246094,377.8328552246094,52143474
2020-08-13,385.94859274839746,386.850341796875,382.79247107872595,386.850341796875,44352335
2020-08-14,382.34156702832263,385.9485629436841,381.43981804948226,385.04681396484375,23419955
2020-08-17,385.0467814829158,392.2607727050781,383.6941581287603,392.2607727050781,34137731
2020-08-18,396.7695797398239,397.22045426225554,389.55558738091804,390.45733642578125,41643160
2020-08-19,393.16257795367324,393.61345246967517,385.4977111816406,385.4977111816406,31486800
2020-08-20,385.04688073583395,385.49775530344033,361.6014032203031,374.22589111328125,75097235
2020-08-21,380.0872332569567,385.0468531452444,378.7346096510601,382.79248046875,41609467
2020-08-24,385.49767289206244,391.80991548912544,383.2433005359685,385.94854736328125,48375406
2020-08-25,390.9081875325896,393.16256000970947,388.2029405600457,391.8099365234375,35977899
2020-08-26,392.7117206349092,398.5730895996094,392.2608460991631,398.5730895996094,39243340
2020-08-27,403.98358319256755,408.94320307551203,400.3765869140625,400.3765869140625,53072712
2020-08-28,396.7695172189296,397.2203916703147,388.65377709399695,392.2607727050781,56842210
2020-08-31,394.0643742730162,396.3187471235483,384.59600830078125,384.59600830078125,81480538
2020-09-01,387.75202819122666,392.2607727050781,385.94853038568607,392.2607727050781,37429577
2020-09-02,397.67132878468715,397.67132878468715,388.20296381362317,390.45733642578125,34871407
2020-09-03,396.31868866386765,396.31868866386765,390.9081946206749,393.1625671386719,34951617
2020-09-04,385.04684369991986,390.00646346654645,385.04684369991986,386.850341796875,46119911
2020-09-07,385.94851727552816,390.00638720015405,383.2432706591109,384.14501953125,32019312
2020-09-08,385.94859197134207,390.4573372046521,385.49771744801103,388.6538391113281,23714670
2020-09-09,383.243316007163,385.9485629436841,381.43981804948226,385.04681396484375,40551362
2020-09-10,390.00640044815236,392.2607727050781,388.2029026426118,392.2607727050781,35098921
2020-09-11,392.7117761915628,393.613525390625,390.00652859437645,393.613525390625,34298469
2020-09-14,393.1625503228635,398.573044134646,392.7116758385483,397.6712951660156,39085833
2020-09-15,397.2204194486811,403.0817877265845,396.3186704828498,401.2782897949219,39061449
2020-09-16,414.804535578432,416.6080335592078,410.7466651216865,413.00103759765625,64261238
2020-09-17,410.73434785058265,412.5477445298347,404.8408086430136,406.6542053222656,42058506
2020-09-18,405.29416120374526,407.56090707177515,401.66736781489743,402.5740661621094,52454922
2020-09-21,402.1207097833807,408.0142489346591,398.947265625,398.947265625,39463920
2020-09-22,398.94720640553487,399.8539046019111,395.32041362003,396.22711181640625,36130639
2020-09-23,395.32039528817046,397.5871406739971,391.6936026708478,393.05364990234375,45710963
2020-09-24,385.80010131403066,388.97354515562665,383.5333557128906,383.5333557128906,79806381
2020-09-25,387.1601275318074,388.0668257227484,381.7199383861614,384.4400329589844,38775269
2020-09-28,387.1600928809386,391.240234375,384.89334760646005,391.240234375,34156973
2020-09-29,392.1470042005216,394.413749889542,388.06686196028494,390.7869567871094,32230502
2020-09-30,390.33362651587083,394.41376895331894,390.33362651587083,392.6003723144531,27334204
2020-10-05,397.13381277095374,397.13381277095374,391.2402744535766,392.14697265625,32945832
2020-10-06,400.30726239895523,400.7606115069948,396.6804695346385,398.4938659667969,35775395
2020-10-07,394.4137418243202,403.4807243949942,394.4137418243202,401.6673278808594,42926239
2020-10-08,408.01415853942467,411.6409510597751,406.65411134429326,410.7342529296875,60853811
2020-10-12,415.2677499522334,418.8945425282354,414.8144008802331,417.0811462402344,64719223
2020-10-13,421.61468704025464,421.61468704025464,413.90775190080916,418.89459228515625,45750738
2020-10-14,417.534546895744,417.98789602375234,414.3611029996851,416.17449951171875,40809241
2020-10-15,413.45434731995033,413.90769638499415,408.01415853942467,410.7342529296875,47775028
2020-10-16,408.9209099240717,413.45440116491505,406.65416430365,407.1075134277344,46876801
2020-10-19,410.7342505283043,414.81439208984375,408.9208542787312,414.81439208984375,34470906
2020-10-20,413.00107126172526,414.36111869727426,408.9209289550781,408.9209289550781,25205638
2020-10-21,411.1876019947313,413.45434731995033,408.92085666951226,410.7342529296875,28058921
2020-10-22,408.01423795930634,412.5477294921875,407.5608888060182,412.5477294921875,23438547
2020-10-23,415.26776474134056,415.26776474134056,409.3742265954482,409.82757568359375,18777385
2020-10-26,412.5477125379774,412.5477125379774,408.01422119140625,408.01422119140625,15059581
2020-10-27,405.74744700318746,406.6541452087812,403.93405059200006,405.2940979003906,20117660
2020-10-28,403.4807645093213,405.29416120374526,401.66736781489743,402.5740661621094,24710230
2020-10-29,395.7737627182181,398.4938573073468,394.8670645218419,396.22711181640625,41285612
2020-10-30,396.2271869094284,396.2271869094284,391.6936950683594,391.6936950683594,47668895
2020-11-02,392.6003806183177,394.86712646484375,388.06688892526546,394.86712646484375,33477443
2020-11-03,398.49386503258535,401.6673087814227,397.133817711655,399.8539123535156,30328495
2020-11-04,403.02738071017797,409.3742685953776,401.6673333062066,408.01422119140625,37512790
2020-11-05,409.37427810026117,409.37427810026117,403.93408835806497,408.9209289550781,34886108
2020-11-06,412.5476290033667,413.00097804622754,408.0141385747583,410.2808837890625,30154140
2020-11-09,415.267842233506,417.08123892448197,411.641048851554,415.72119140625,39245881
2020-11-10,409.82762724544415,412.09437297135923,406.65418322916304,408.9209289550781,34820499
2020-11-11,406.654179111873,414.3611145019531,406.654179111873,414.3611145019531,36765561
2020-11-12,419.8012829243356,420.2546320419645,414.814442630418,415.2677917480469,40100880
2020-11-13,416.1744975300578,418.89459228515625,413.90775190080916,418.89459228515625,31037438
2020-11-16,426.1481740652037,439.2952985842366,425.2414758225118,438.8419494628906,81994937
2020-11-17,455.16254837554715,458.7893415896949,440.2020263671875,440.2020263671875,72413868
2020-11-18,444.28205033423194,450.6289367675781,441.1086071175589,450.6289367675781,50387727
2020-11-19,452.44238804408485,452.44238804408485,444.2821044921875,444.2821044921875,44220053
2020-11-20,440.65541426861876,444.2822078016938,440.65541426861876,442.46881103515625,32281453
2020-11-23,448.36229316273483,451.98908623179636,446.09554749457135,450.1756896972656,38084006
2020-11-24,452.895818570765,453.3491677385035,445.642231886949,446.0955810546875,35479226
2020-11-25,448.81562814575443,449.2689772650936,441.5620422363281,441.5620422363281,41419632
2020-11-26,443.37542724609375,447.4555692146161,442.4687290308666,443.37542724609375,28893033
2020-11-27,442.015379923253,446.0955218917753,441.1086817080258,443.37542724609375,32960189
2020-11-30,447.00221511253335,447.45556421508155,435.6684875488281,435.6684875488281,119895176
2020-12-01,443.828755405971,444.2821044921875,438.3885663713728,444.2821044921875,37018651
2020-12-02,452.8957318934744,453.3490809744489,447.45554292178105,452.4423828125,50621339
2020-12-03,452.89568192234464,452.89568192234464,448.81554064376496,450.6289367675781,35651379
2020-12-04,451.98913228393315,457.88267162163737,451.0824339242863,456.06927490234375,51172005
2020-12-07,464.22960238326846,466.9496977097329,458.7894117303395,466.0429992675781,44271244
2020-12-08,466.042881157562,476.0165614936188,461.509390095718,475.10986328125,40771761
2020-12-09,472.38969978919397,475.1097940298227,471.4830017089844,471.4830017089844,43314115
2020-12-10,463.32285487651825,466.94964826107025,462.41615653038025,464.22955322265625,42556926
2020-12-11,468.7629298128823,468.7629298128823,457.88255233173226,467.8562316894531,45660960
2020-12-14,464.22948449803147,465.1361827099417,460.6026916503906,460.6026916503906,30260485
2020-12-15,459.6960164024716,462.4161111740839,456.9759216308594,456.9759216308594,39852366
2020-12-16,461.50945818424225,466.94964826107025,459.69606149196625,464.22955322265625,52012348
2020-12-17,469.2407617043323,469.2407617043323,462.86273193359375,462.86273193359375,38215179
2020-12-18,462.8627946442249,466.50738357843136,461.9516474106732,464.6850891113281,39924864
2020-12-21,466.5073582848837,471.0630942056345,462.86276954828304,470.1519470214844,34813281
2020-12-22,466.5073673870334,470.1519561947446,463.77392578125,463.77392578125,22454277
2020-12-23,462.8627785793222,465.5962201851056,461.0404841754666,463.77392578125,18086715
2020-12-24,465.59623634487974,466.50738357843136,462.8627946442249,464.6850891113281,14950143
2020-12-25,468.3297249333033,469.24087225807625,464.6851356342114,465.5962829589844,12327895
2020-12-28,466.5073422330097,469.24078369140625,463.77390077461314,469.24078369140625,19087382
2020-12-29,469.24078369140625,471.0630779970039,467.4184893858085,469.24078369140625,19907528
2020-12-30,470.1518798828125,478.3522033691406,468.3295857747396,478.3522033691406,46292401
2020-12-31,479.26343118919516,482.90802001953125,477.44113677402714,482.90802001953125,29970398
2021-01-04,482.9081156716418,492.0195895522388,481.08582089552243,488.375,38770328
2021-01-05,488.3749436945053,493.8418273925781,487.46379641149315,493.8418273925781,34411866
2021-01-06,505.68673222442794,505.68673222442794,492.93067051065856,500.2198486328125,53030554
2021-01-07,504.77547791067474,519.3538310633296,503.8643308386338,514.798095703125,51166782
2021-01-08,528.4653930664062,528.4653930664062,520.2650680015827,528.4653930664062,59563555
2021-01-11,525.7320150087958,532.1100463867188,522.998572989686,532.1100463867188,48810990
2021-01-12,531.1988589420738,543.9549207348508,530.2877116711611,538.488037109375,50232426
2021-01-13,542.1326672262396,551.244140625,540.3103725464875,551.244140625,62662393
2021-01-14,534.8433126501135,543.9547830530115,534.8433126501135,539.3990478515625,75288477
2021-01-15,565.8223689074524,569.4669574350366,547.5994262695312,547.5994262695312,92010500
2021-01-18,553.9774924063015,553.9774924063015,541.2214317258932,553.0663452148438,45726476
2021-01-19,563.0891019830293,575.8451657819976,558.5333649119692,571.2894287109375,50672866
2021-01-20,576.7562066244748,592.245709803963,574.9339121327703,589.5122680664062,82066422
2021-01-21,583.1342287332837,618.6689707967182,583.1342287332837,613.2020874023438,89019137
2021-01-22,591.3345336914062,605.9128889133824,591.3345336914062,591.3345336914062,125179403
2021-01-25,584.956365359338,588.6009533055021,570.3780135746816,576.7560424804688,93050133
2021-01-26,575.8450652729944,583.1342433144246,555.799825659061,562.1778564453125,100153482
2021-01-27,563.0890940596418,569.4671258693788,556.7110622499048,560.3556518554688,59985191
2021-01-28,546.6882791376352,553.9774561928036,544.8659848738431,547.5994262695312,96447533
2021-01-29,564.0001606949291,564.0001606949291,538.488037109375,538.488037109375,90745237
2021-02-01,542.1326417813715,557.6221458322678,534.843463404479,556.7109985351562,67462398
2021-02-02,573.1115901319287,581.3119149509864,566.7335597171059,575.8450317382812,78429188
2021-02-03,581.3118822854663,584.9564708891369,574.022705078125,574.022705078125,48738970
2021-02-04,570.3782812967255,575.8451657819976,564.9113968114533,571.2894287109375,46371900
2021-02-05,581.3119149509864,584.0453565573391,574.9338845361638,575.8450317382812,53267273
2021-02-17,604.090576171875,608.6463120404412,601.3571346507352,604.090576171875,107614290
2021-02-18,605.0017052852746,605.9128524317886,597.7125281131629,601.3571166992188,53109010
2021-02-19,597.7126434887845,598.6237908111759,589.5123175872616,594.0680541992188,50279585
2021-02-22,601.3572002704327,603.1794948167068,592.2457275390625,592.2457275390625,36474610
2021-02-23,584.0454711914062,585.8677659533139,576.7562921437756,584.0454711914062,50076333
2021-02-24,571.2892743164062,579.4895988281249,569.4669799804688,569.4669799804688,66206750
2021-02-25,579.4895773099164,579.4895773099164,572.2004002368357,578.5784301757812,43231417
2021-02-26,556.7108254007774,563.088854497022,552.1550903320312,552.1550903320312,111861175
2021-03-02,565.8224388084975,566.7335860529557,554.888671875,554.888671875,54041533
2021-03-03,554.8887272187751,566.733642578125,547.5995485360983,566.733642578125,48252965
2021-03-04,554.8886033246997,556.7108975884919,547.5994262695312,547.5994262695312,67711962
2021-03-05,535.7545135548825,551.2440147971155,532.1099250272982,547.5994262695312,79918467
2021-03-08,553.9774378135452,555.7997320168791,544.865966796875,544.865966796875,43219772
2021-03-09,533.0211566315979,542.1326293945312,533.0211566315979,542.1326293945312,68768861
2021-03-10,547.5994224867829,547.5994224867829,540.3102454819672,543.954833984375,40146301
2021-03-11,543.0437576970444,557.6221136083744,542.1326104525863,554.888671875,54416046
2021-03-12,560.355483064434,563.0889244452362,554.8886003028298,559.4443359375,33168846
2021-03-15,559.4444404264909,559.4444404264909,554.8887039409332,556.7109985351562,27416758
2021-03-16,555.799822410596,558.5332641601562,553.0663806610356,558.5332641601562,36949425
2021-03-17,559.9056368189931,559.9056368189931,550.7568519036502,552.5866088867188,39517807
2021-03-18,554.4162269161388,557.1608617028525,550.7567138671875,550.7567138671875,29415526
2021-03-19,543.4377503370876,547.097263807371,540.693115234375,540.693115234375,70866028
2021-03-22,537.9484356885013,547.0972186083737,536.1186791045268,542.5228271484375,34089033
2021-03-23,546.182256525213,551.6715254350142,542.522743918679,543.4376220703125,29374037
2021-03-24,522.3955180909899,532.4591795603435,522.3955180909899,526.9699096679688,107253959
2021-03-25,523.3103579313859,531.544262164572,521.4806014351223,526.0549926757812,67833354
2021-03-26,532.4592922404661,541.6080773305084,530.6295352224577,539.7783203125,36829858
2021-03-29,548.01220703125,550.7568424587855,545.2675716037145,548.01220703125,37884733
2021-03-30,548.926946745446,548.926946745446,541.60792078884,546.1823120117188,33099123
2021-03-31,545.267412175921,546.1822903842698,537.0335083007812,537.0335083007812,38790886
2021-04-01,547.097200818236,550.7567138671875,543.4376877692847,550.7567138671875,43091157
2021-04-07,561.73525770844,561.73525770844,556.2459880891394,558.0757446289062,24603109
2021-04-08,554.4163463897456,560.8204956054688,551.6717110115785,560.8204956054688,23976625
2021-04-09,565.3947707879739,565.3947707879739,557.1608663590229,558.0757446289062,27303862
2021-04-12,559.9056140237603,560.8204924780475,551.6717079351756,553.50146484375,22606128
2021-04-13,552.5865863894628,560.8204924780475,552.5865863894628,553.50146484375,25971622
2021-04-14,556.2461256638072,559.9056396484375,548.9270976945465,559.9056396484375,30077913
2021-04-15,559.9054233138125,566.3095703125,555.3310326004645,566.3095703125,33530942
2021-04-16,558.0757446289062,558.9906228987898,551.6715967397221,558.0757446289062,48507383
2021-04-19,553.5013875123083,555.3311441652415,549.8418742064417,551.671630859375,24231637
2021-04-20,547.097200818236,550.7567138671875,544.3525660315225,550.7567138671875,34771635
2021-04-21,548.012057742557,548.012057742557,541.60791015625,541.60791015625,38458220
2021-04-22,545.2675070722293,547.097263807371,540.693115234375,540.693115234375,33868521
2021-04-23,541.6079312448089,550.7567138671875,539.7781747203333,550.7567138671875,27754511
2021-04-26,553.501353279489,558.0757446289062,551.6715967397221,558.0757446289062,30887664
2021-04-27,556.2459880891394,558.9906228987898,553.501353279489,558.0757446289062,26317481
2021-04-28,554.4162269161388,556.2459834406146,549.8418356049497,550.7567138671875,24024054
2021-04-29,557.1608450317383,557.1608450317383,548.9269409179688,548.9269409179688,31828333
2021-05-03,544.3526967366537,546.1824537004743,537.9485473632812,537.9485473632812,41762441
2021-05-04,537.9484801316624,543.4377503370876,532.4592099262373,540.693115234375,40273595
2021-05-05,543.4376389723558,543.4376389723558,535.2037353515625,535.2037353515625,29254785
2021-05-06,539.7781429258278,539.7781429258278,530.6293608423392,537.0335083007812,30725590
2021-05-07,543.4378146520241,548.9270855070952,538.8634222727984,548.01220703125,28075722
2021-05-10,545.2674289049236,546.1823071413413,537.9484030135824,538.86328125,20434079
2021-05-11,529.7145960819491,530.6294744862357,521.4806904433697,522.3955688476562,59349193
2021-05-12,518.7361198425293,522.3956339154925,473.90707244873045,512.3319702148438,131741482
2021-05-13,500.4384460449219,515.0764993113181,494.94917607002327,500.4384460449219,66765627
2021-05-14,508.6722495388942,514.1615184188104,505.01273695228343,509.5871276855469,37533726
